CustomerID,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges
0.00037740501182687274,0.0,0.007548100236537454,0.03200771905303708,0.9994590485203974
0.0017776674280332748,0.0008888337140166374,0.055996523983048156,0.01941212831412336,0.9982402558749452
0.0009358384427913266,0.00031194614759710886,0.01123006131349592,0.026640201004793102,0.9995815185913199
0.0005101916156092108,0.0001275479039023027,0.00331624550145987,0.010441071413442499,0.9999398531809606
0.0027411536873788605,0.0005482307374757721,0.029604459823691694,0.02794880299651486,0.999166965971719
0.0012231925009263233,0.0,0.005708231670989508,0.005826473612745719,0.9999659854697739
0.0020142140871485933,0.00028774486959265617,0.005467152522260467,0.008370498256450368,0.9999479512188313
0.013378626961659396,0.0,0.04013588088497819,0.1878359225416979,0.9812888410703124
0.0022989158679342886,0.0,0.017625021654162878,0.02271584312615514,0.9995839454836148
0.0017781837400138779,0.0,0.011024739188086044,0.0058164390135853955,0.999920727970784
0.002672471589663754,0.0,0.008503318694384672,0.013525135763325563,0.999868802478289
0.0017192296520141337,0.0,0.00014326913766784448,0.011354079160176675,0.9999340521303304
0.005583818868263535,0.0004295245283279642,0.009020015094887248,0.044481560153643976,0.9989537860229128
0.01974648879129364,0.001410463485092403,0.021156952276386042,0.03437299513170186,0.9989889725863962
0.0020016142231249054,0.00013344094820832704,0.0022684961195415594,0.005826031798775558,0.999978443274079
0.005261831381656273,0.0003288644613535171,0.02236278337203916,0.03583636035369275,0.9990935222365985
0.00367957192222673,0.0,0.011471606581059805,0.004528037918410776,0.9999171765028981
0.0028389380481124754,0.00015771878045069308,0.0045738446330700995,0.00633083184729082,0.9999654574378752
0.007276810866317788,0.0,0.016851562006209613,0.04438854628453851,0.9988456987144273
0.0034869752756654052,0.00017434876378327028,0.003138277748098865,0.014181528446131204,0.9998884168094171
0.019051037485482314,0.0,0.02993734462004364,0.04188506670022469,0.9984920903819646
0.009382439534293407,0.0,0.0051176942914327676,0.011386869798437907,0.9998780516791627
0.01955803316368378,0.0008503492679862513,0.035714669255422556,0.019404970295446255,0.9989818165375681
0.0036956604430432374,0.0,0.009393136959401562,0.006847750829255532,0.9999256069231012
0.013886666664063952,0.0,0.01166479999781372,0.06007371998874066,0.9980291784796106
0.0045252842671327205,0.00017404939488972,0.00887651913937572,0.010719702231257856,0.9998928877140547
0.003576963571712859,0.0,0.006756486746568734,0.012192146574249423,0.9998964480286756
0.006614170891720512,0.0002362203889900183,0.00826771361465064,0.026416526100753745,0.9995949224579411
0.00669747266481125,0.00023094733326935345,0.004157051998848362,0.014041597862776688,0.999870313076337
0.008109064175333624,0.00027030213917778745,0.010001179149578135,0.010576922706026825,0.9998611279255948
0.011820006239412395,0.0,0.026309046145788884,0.027342343465427833,0.9992099468065847
0.008381607281449573,0.0,0.014667812742536753,0.0290239344642946,0.9994359485014244
0.006830043821354116,0.0,0.003932449472900855,0.020788169739903255,0.9997528386263309
0.0043101633205147455,0.0001267695094269043,0.0010141560754152344,0.003369533560567116,0.9999845119564007
0.0046641563827342445,0.0,0.004131109938993188,0.011894931392081677,0.9999098410272234
0.005217008436630428,0.00014491690101751188,0.0004347507030525357,0.011186135589541743,0.9999237186828116
0.005199267678190705,0.00014052074805920824,0.006885516654901203,0.015562672847557312,0.999841657835762
0.010123148038916218,0.0,0.0010655945304122335,0.008591355901448631,0.9999112835576233
0.007404453738540706,0.0001898577881677104,0.003607297975186498,0.013935561651509946,0.9998689541843118
0.005583749176455172,0.0,0.005025374258809655,0.015069143089958397,0.9998582340938278
0.012988347472174078,0.0,0.006652568217455015,0.01932412672689314,0.999706769153984
0.005457743591911228,0.0,0.007406937731879523,0.00886233602305585,0.9999184013250958
